Country Name,Year,Renewable_Share,GDP_per_Capita,Electricity_Access,Urban_Population,CO2_Emissions,Energy_Consumption
Pakistan,2014,47.2,4312.99070040776,90.1,76405820.0,0.7038469,305.08826
Peru,2014,28.6,11517.7371710247,92.9,24091018.0,1.6399359,335.7408
Philippines,2014,32.4,6688.73961232553,89.8,52131818.0,0.9644077,1192.7329
Poland,2014,11.6,25459.7392273761,100.0,22972014.0,8.086096,15028.012
Portugal,2014,30.5,28764.5254955042,100.0,6359152.0,4.607092,2994.12
Qatar,2014,0.0,148389.2001335,100.0,2128111.0,41.3102,215.99533
Romania,2014,24.3,20632.9924390362,98.4,10716350.0,3.973089,3384.7737
Saudi Arabia,2014,0.0,62578.0708415156,100.0,23435055.0,20.177479,54.930088
Singapore,2014,0.6,84555.2446100826,100.0,5469724.0,8.721305,827.8378
Slovenia,2014,22.9,30571.9753019832,100.0,1051269.0,6.5917087,5952.728
Sweden,2014,48.6,46841.4019746739,100.0,8363514.0,4.4742975,2375.4739
Thailand,2014,24.4,15365.3175402829,99.5,32519924.0,3.880686,2960.427
Turkmenistan,2014,0.1,12476.5344358387,100.0,2855104.0,10.336854,0.0
Trinidad and Tobago,2014,0.3,32026.5300957073,100.0,725489.0,32.977737,0.0
Ukraine,2014,3.5,10493.7451171875,100.0,31746426.0,5.605606,8999.945
United States,2014,9.0,55153.3940182967,100.0,257398928.0,17.118917,15507.946
Uzbekistan,2014,1.4,6609.76717277708,99.8,15379536.0,3.5567496,608.02893
World,2014,17.3299951573821,15118.8576050696,86.1955840187905,3964431813.0,4.8045974,6084.3545
South Africa,2014,7.6,13358.9417186608,85.9,35099930.0,8.663356,18719.719
United Arab Emirates,2015,0.1,73986.0636395945,100.0,7172334.0,25.942865,2298.8396
Argentina,2015,9.4,19899.1499275245,99.7,39778119.0,4.4117293,363.73544
Australia,2015,9.4,46464.5867627929,100.0,20690828.0,16.72746,22566.03
Austria,2015,34.8,49549.3162311441,100.0,5838802.0,7.6767116,4395.984
Azerbaijan,2015,2.3,15075.2726347911,100.0,5322292.0,3.5562217,3.5459688
Belgium,2015,9.4,46071.914889496,100.0,9720757.0,8.986653,3435.8813
Bangladesh,2015,33.1,4212.23578089428,74.0,47081010.0,0.48277447,192.19728
Bulgaria,2015,17.9,18896.102861651,96.6,5105682.0,6.7052627,10621.577
Belarus,2015,6.8,18133.5313085883,97.4,7249681.0,6.2006974,907.9337
Brazil,2015,43.7,14821.4383175183,99.7,172822963.0,2.6189272,1016.39
Canada,2015,22.3,44668.0912814303,100.0,29008679.0,15.655382,5960.1587
Switzerland,2015,23.9,65265.04573356,100.0,6261864.0,4.6784573,174.70216
Chile,2015,25.1,22468.3125745547,99.7,15785415.0,4.5312576,4712.7983
China,2015,12.2,13463.3331511105,100.0,791070763.0,7.0609546,15993.4795
Colombia,2015,31.1,13332.0555048211,98.2,36243710.0,1.9379755,1230.148
Cyprus,2015,10.4,31380.19921875,100.0,817557.0,5.7010694,31.721914
Czechia,2015,14.8,34093.0280593748,100.0,7702530.0,9.975821,18040.062
Germany,2015,14.6,48545.400721962,100.0,65919002.0,9.756902,11148.674
Denmark,2015,32.5,48897.2099776611,100.0,4985859.0,6.177417,3736.6948
Algeria,2015,0.1,13807.3515841478,99.4,28071021.0,4.0060844,38.65088
Ecuador,2015,13.1,10877.7507461388,98.8,10241083.0,2.5388634,9.2211895
Spain,2015,16.3,35228.6333036223,100.0,36787581.0,5.7889185,3409.606
Estonia,2015,28.2,29712.6299473728,100.0,900786.0,12.003551,31925.842
Finland,2015,43.2,42257.8593791297,100.0,3907207.0,8.064647,8103.518
France,2015,13.3,40905.1767750994,100.0,51748663.0,5.116293,1575.5642
United Kingdom,2015,7.7,42515.278865824,100.0,53257851.0,6.461413,4241.5757
Greece,2015,17.5,26607.7256796976,100.0,8388288.0,6.924253,6047.6294
Croatia,2015,33.1,23749.636747943,100.0,2307581.0,4.2531147,1683.7755
Hungary,2015,15.6,26937.7320818864,100.0,6905925.0,4.732789,2767.1006
Indonesia,2015,26.6,10027.5372996025,97.5,139204099.0,2.1052775,2033.138
India,2015,33.4,5425.03599091046,88.0,432236104.0,1.6805544,3381.316
Ireland,2015,9.5,71588.2656638378,100.0,2945269.0,8.2329445,5423.8
Iraq,2015,0.8,9334.46604866315,99.4,26262523.0,3.7946744,0.0
Iceland,2015,78.0,49201.0640964553,100.0,310066.0,10.699156,3491.5054
Israel,2015,3.7,35870.7927156301,100.0,7684911.0,7.815259,9316.772
Italy,2015,16.6,37384.3796455406,100.0,41925828.0,5.9635468,2367.226
Japan,2015,6.2,40898.80697396,100.0,116147454.0,9.58534,10983.865
Kazakhstan,2015,1.7,22484.3651382607,100.0,10147137.0,16.757872,17584.764
Kuwait,2015,0.0,45267.3085347452,100.0,3834574.0,24.336504,547.5812
Sri Lanka,2015,51.3,12227.1714849513,94.3,3941575.0,0.8826046,663.09393
Lithuania,2015,29.0,26948.5919371645,100.0,1957088.0,4.4894176,730.0341
Luxembourg,2015,9.1,107859.685999308,100.0,518279.0,16.388624,1003.3566
Latvia,2015,38.1,22543.9183164105,100.0,1342672.0,3.671832,275.40796
Morocco,2015,11.2,7799.09228515625,97.3,20986634.0,1.6903471,1493.7911
Mexico,2015,9.2,19071.4444196466,99.0,93456180.0,3.9598958,1219.5228
North Macedonia,2015,23.9,15034.1677602787,99.9,1129673.0,3.393199,5704.26
Malaysia,2015,3.4,24526.3942716012,99.9,22936988.0,7.554295,6477.0503
North America,2015,10.3923884465868,55636.5538462562,100.0,288361157.0,11.604535,8256.545
Netherlands,2015,5.8,50956.6930942185,100.0,15293155.0,9.584029,7521.099
Norway,2015,56.5,60737.8868132779,100.0,4215111.0,8.7716675,1707.7294
New Zealand,2015,29.3,37513.2963872442,100.0,3924991.0,7.76004,3613.6433
Oman,2015,0.0,36058.1666084788,100.0,3235030.0,16.220999,136.72739
Pakistan,2015,45.9,4480.26313460985,91.0,78011192.0,0.66682756,311.63797
Peru,2015,27.4,11600.3873992867,93.9,24578759.0,1.6154937,309.41922
Philippines,2015,30.8,6894.26702217935,89.1,53872761.0,1.0544406,1282.6761
Poland,2015,11.9,26988.1069013509,100.0,22919591.0,8.167728,14792.312
Portugal,2015,27.2,29608.0071513956,100.0,6332666.0,5.03681,3656.0344
Qatar,2015,0.0,102545.863291279,100.0,2319663.0,38.44141,116.73575
Romania,2015,23.7,21624.5618152909,98.8,10642409.0,3.9276292,3527.2266
Saudi Arabia,2015,0.0,53930.8273872622,100.0,24734561.0,20.835636,34.576347
Singapore,2015,0.7,87156.187383315,100.0,5535002.0,8.940621,855.40967
Slovenia,2015,21.4,31336.2043858881,100.0,1107316.0,6.6305976,6011.1455
Sweden,2015,51.9,48772.0696057277,100.0,8487650.0,4.419636,2357.434
Thailand,2015,22.6,15791.1714762207,99.6,33120388.0,3.9282057,2892.9893
Turkmenistan,2015,0.1,12714.8137240363,100.0,2922035.0,10.150254,0.0
Trinidad and Tobago,2015,0.4,29825.4628753017,100.0,727830.0,31.859777,0.0
Ukraine,2015,4.2,9921.833984375,100.0,31664253.0,4.889162,6945.755
United States,2015,8.9,56849.4697923159,100.0,259289014.0,16.461393,13274.229
Uzbekistan,2015,1.7,6799.57332842183,99.9,15577537.0,3.3618135,480.82062
World,2015,17.4035082673572,15284.7403275048,86.9239995427518,4050109267.0,4.7391157,5849.0586
South Africa,2015,7.6,13397.5234813346,85.3,35854741.0,8.064963,17214.861
United Arab Emirates,2016,0.1,69986.9835675887,100.0,7550995.0,25.235403,2370.3022
Argentina,2016,9.4,20105.761359796,99.9,40206401.0,4.3284545,277.64362
Australia,2016,9.6,47446.2103030951,100.0,21050112.0,16.837934,22197.416
Austria,2016,34.6,52397.8635176674,100.0,5916629.0,7.692762,4056.77
Azerbaijan,2016,1.9,14535.8020210633,100.0,5440710.0,3.5189948,1.401776
Belgium,2016,9.2,48414.5518065681,100.0,9796103.0,8.807806,3248.9526
Bangladesh,2016,30.2,4579.13228682862,75.9,48043194.0,0.5084272,143.24695
Bulgaria,2016,17.7,20745.8472094399,97.3,5044786.0,6.3618603,9291.52
Belarus,2016,6.7,17832.4778855815,98.0,7276827.0,6.125662,996.7277
Brazil,2016,45.4,14309.2061488342,99.7,174663337.0,2.4197884,911.0884
Canada,2016,22.1,46470.6466391109,100.0,29358914.0,15.231254,5876.2534
Switzerland,2016,24.1,67350.7518747757,100.0,6420062.0,4.6836095,158.87415
Chile,2016,24.6,23256.5036042211,100.0,16007681.0,4.6121125,4722.1475
China,2016,12.6,14157.2514988004,100.0,816574579.0,6.9428844,15438.011
Colombia,2016,30.5,14026.8399931053,98.4,36623480.0,1.9306005,1339.5945
Cyprus,2016,10.3,35246.90234375,100.0,828402.0,5.9411874,4.174593
Czechia,2016,14.8,36445.0485732064,100.0,7710736.0,10.125045,18160.54
Germany,2016,14.2,51569.9016841199,100.0,66566371.0,9.642186,10753.189
Denmark,2016,32.0,51820.9521305491,100.0,5023465.0,6.44471,4290.6
Algeria,2016,0.1,13437.8460232169,99.4,28895912.0,3.8752885,13.95006
Ecuador,2016,14.8,10881.4890706732,98.7,10396808.0,2.3855908,5.3311934
Spain,2016,16.7,37612.7188681342,100.0,36869920.0,5.554019,2612.0881
Estonia,2016,27.2,31947.7769107437,100.0,904264.0,13.248403,33487.426
Finland,2016,42.4,44562.4011072067,100.0,3935507.0,8.598358,9266.02
France,2016,14.2,42880.2351355431,100.0,52445087.0,5.1545954,1528.94
United Kingdom,2016,7.7,44085.2025586772,100.0,53812829.0,6.061766,2142.4353
Greece,2016,16.4,27504.5497984948,100.0,8374255.0,6.6223903,4704.3833
Croatia,2016,31.8,25802.6823323622,100.0,2288734.0,4.370736,1830.3024
Hungary,2016,15.3,28178.9450366919,100.0,6878029.0,4.794759,2599.9116
Indonesia,2016,27.8,10262.5951651871,97.6,142402781.0,2.0707185,2056.9153
India,2016,33.0,5800.48149366552,89.6,441688342.0,1.7504745,3413.603
Ireland,2016,8.6,73012.8198720374,100.0,2987319.0,8.492474,5155.018
Iraq,2016,0.9,9079.13531769496,99.7,26895031.0,3.9805984,0.0
Iceland,2016,80.9,53480.3971946764,100.0,314582.0,10.411099,4006.4382
Israel,2016,4.0,38189.1610278241,100.0,7835781.0,7.4499764,7810.1006
Italy,2016,16.1,40482.562999856,100.0,41838346.0,5.9216995,2099.519
Japan,2016,6.4,40596.9686628995,100.0,116216245.0,9.436406,10973.467
Kazakhstan,2016,2.1,23023.0872293899,100.0,10420907.0,16.431355,20215.553
Kuwait,2016,0.0,41862.1739255505,100.0,4004096.0,25.978886,646.5447
Sri Lanka,2016,45.1,13078.5605089072,97.5,4024359.0,1.0195531,696.1886
Lithuania,2016,31.5,28698.9887868061,100.0,1933258.0,4.5664067,749.0911
Luxembourg,2016,13.5,113365.176082265,100.0,532751.0,15.556185,1015.08954
Latvia,2016,38.5,24063.4511245109,100.0,1331127.0,3.6791766,242.78908
Morocco,2016,11.1,7853.17626953125,97.8,21352319.0,1.6690949,1422.3594
Mexico,2016,9.2,20104.5839787472,99.5,94672068.0,3.9167483,1183.0814
North Macedonia,2016,21.4,16457.5652245258,100.0,1132013.0,3.368327,5194.739
Malaysia,2016,4.4,25285.8213541391,99.9,23479511.0,7.4644914,6852.7534
North America,2016,10.724670511025,56828.1260389573,100.0,290519227.0,11.248586,7536.8228
Netherlands,2016,5.6,53162.2791598028,100.0,15426114.0,9.579465,6932.863
Norway,2016,57.7,59280.1992028829,100.0,4275555.0,8.538622,1738.0208
New Zealand,2016,30.1,39988.9250855472,100.0,3992436.0,7.2400074,2926.1536
Oman,2016,0.0,33333.8635893722,100.0,3414001.0,15.0857725,145.88876
Pakistan,2016,43.7,4630.7315068374,91.8,79601595.0,0.80286133,334.20093
Peru,2016,27.2,12066.5460683317,94.2,25131264.0,1.7072773,325.50574
Philippines,2016,28.6,7382.66758431792,92.0,55408086.0,1.1262923,1425.8599
Poland,2016,11.3,28359.6927346266,100.0,22873267.0,8.449371,15044.967
Portugal,2016,29.0,31589.2695609552,100.0,6312393.0,4.8626604,3199.0889
Qatar,2016,0.1,89934.66888248,100.0,2451983.0,35.153873,115.170586
Romania,2016,24.4,23905.1743665679,99.1,10551119.0,3.8725147,3154.1091
Saudi Arabia,2016,0.0,49937.0668103808,99.9,25731955.0,20.873049,27.844181
Singapore,2016,0.7,89901.8159165036,100.0,5607283.0,8.802539,888.21027
Slovenia,2016,21.0,33575.1775435757,100.0,1107839.0,7.0186086,6420.713
Sweden,2016,50.9,50289.7687144136,100.0,8633084.0,4.3643203,2281.0935
Thailand,2016,22.4,16671.2506902144,99.9,33927770.0,4.008554,2935.7998
Turkmenistan,2016,0.1,12919.371222426,100.0,2990663.0,9.762661,0.0
Trinidad and Tobago,2016,0.4,28231.6820670092,100.0,730125.0,27.742865,0.0
Ukraine,2016,5.5,10864.6572265625,100.0,31571512.0,5.1320014,8273.119
United States,2016,9.3,57976.628204291,100.0,261096864.0,15.934658,12032.165
Uzbekistan,2016,1.6,6919.29475621804,99.9,15847892.0,3.5109115,558.249
World,2016,17.6281084915531,15739.2238285183,88.1044791994569,4132876461.0,4.6824865,5658.2017
South Africa,2016,7.8,13519.3235102376,83.9,36231037.0,7.9820704,18338.496
United Arab Emirates,2017,0.2,70281.8889504211,100.0,7810843.0,21.278515,2681.3284
Argentina,2017,10.4,23385.0740904917,100.0,40602996.0,4.223813,282.80875
Australia,2017,9.9,48564.8286592372,100.0,21427053.0,16.71615,21087.908
Austria,2017,34.0,53869.8321183556,100.0,5973998.0,7.9103565,4155.639
Azerbaijan,2017,1.9,14315.9296431061,100.0,5560945.0,3.480789,1.1564193
Belgium,2017,9.7,50256.0631772784,100.0,9859210.0,8.726891,3170.5554
Bangladesh,2017,28.1,4882.60692615639,88.0,48982779.0,0.53352815,154.86609
Bulgaria,2017,17.1,22317.2548948063,98.1,4993096.0,6.705518,10034.475
Belarus,2017,7.3,18413.747563367,98.7,7285391.0,6.2600746,1031.242
Brazil,2017,45.3,14559.0488897884,99.8,176450869.0,2.429146,953.93964
Canada,2017,22.8,48317.3874457163,100.0,29748383.0,15.394822,5959.254
Switzerland,2017,25.0,68193.5055940262,100.0,6585051.0,4.522791,151.47997
Chile,2017,24.1,24295.223766602,99.7,16294692.0,4.533392,4832.712
China,2017,13.1,15022.4371883124,100.0,841083668.0,7.080384,15516.954
Colombia,2017,32.2,14400.6139849314,98.5,37168994.0,1.7339902,1006.1719
Cyprus,2017,10.9,37768.1171875,100.0,838994.0,5.955064,27.656723
Czechia,2017,14.5,39346.030564257,100.0,7724636.0,10.220285,17766.04
Germany,2017,15.2,54110.2536648812,100.0,66939157.0,9.441122,10058.837
Denmark,2017,35.0,55271.5976002659,100.0,5074116.0,6.0127726,3186.1675
Algeria,2017,0.1,13493.560749484,99.5,29733972.0,3.9638858,50.772263
Ecuador,2017,17.0,11793.4797426944,99.2,10561758.0,2.3387234,5.6491613
Spain,2017,15.2,39825.2498116292,100.0,37008446.0,5.83512,3337.198
Estonia,2017,27.5,34506.6486942506,100.0,908905.0,14.13057,38181.504
Finland,2017,44.4,47234.8528600939,100.0,3963507.0,8.107076,8468.08
France,2017,14.1,44469.1458856805,100.0,52628868.0,5.182955,1670.3159
United Kingdom,2017,8.8,46113.0211677324,100.0,54244275.0,5.8378453,1721.4606
Greece,2017,16.4,28681.6815585005,100.0,8376769.0,6.959737,5187.1094
Croatia,2017,29.8,27887.7588440919,100.0,2259186.0,4.5874524,1118.5641
Hungary,2017,14.6,29728.0121568801,100.0,6852913.0,5.050634,2671.7102
Indonesia,2017,25.2,10687.6409218443,98.1,145581221.0,2.1355352,2117.5095
India,2017,32.5,6144.71714444938,91.8,451163324.0,1.7840685,3484.081
Ireland,2017,10.1,80450.3529336506,100.0,3036633.0,8.116082,4337.497
Iraq,2017,0.5,10191.6616988639,99.9,27494627.0,4.257336,0.0
Iceland,2017,80.8,55638.4920591794,100.0,322013.0,10.511092,3881.1929
Israel,2017,3.9,39470.8681262164,100.0,7987491.0,7.037854,6959.37
Italy,2017,16.4,42142.3435406885,100.0,41712413.0,5.8397813,1841.182
Japan,2017,6.9,41444.2157443912,100.0,116242665.0,9.321171,11143.642
Kazakhstan,2017,2.0,23973.0602295651,100.0,10717147.0,17.034184,21827.207
Kuwait,2017,0.0,46565.5499504554,100.0,4154812.0,24.071701,471.62845
Sri Lanka,2017,45.8,13610.4723136618,97.5,4108415.0,1.0036424,715.3963
Lithuania,2017,33.8,31305.0436934372,100.0,1907448.0,4.6927924,814.29645
Luxembourg,2017,15.3,114985.842235989,100.0,549204.0,15.508656,918.61456
Latvia,2017,42.6,25763.9907709703,100.0,1320159.0,3.714261,247.23465
Morocco,2017,10.4,8115.12060546875,100.0,21720169.0,1.7238358,1460.8297
Mexico,2017,10.1,20488.7150800441,100.0,95907379.0,3.7634232,1432.356
North Macedonia,2017,19.0,17161.049071447,100.0,1134329.0,3.6529996,5737.5557
Malaysia,2017,5.2,26415.5960203287,100.0,24019368.0,7.5553155,7460.9917
North America,2017,11.2091690751112,58871.9595951654,100.0,292411383.0,11.042576,7333.724
Netherlands,2017,6.4,56037.567993606,100.0,15610374.0,9.372927,6177.8745
Norway,2017,58.9,64589.5559196863,100.0,4325529.0,8.375709,1802.8635
New Zealand,2017,28.4,42243.5084459397,100.0,4051612.0,7.4097495,3020.3877
Oman,2017,0.0,33619.4988982607,100.0,3553427.0,14.621537,194.71404
Pakistan,2017,42.1,4789.53646557553,92.7,81350216.0,0.9494198,421.52493
Peru,2017,27.6,12591.8562879234,94.8,25746711.0,1.7470704,278.22437
Philippines,2017,27.8,7773.79853599024,93.0,56872092.0,1.235442,1664.5835
Poland,2017,11.1,30170.2818974087,100.0,22840296.0,8.796377,15132.133
Portugal,2017,24.4,32970.8395386562,100.0,6296540.0,5.339853,3655.3289
Qatar,2017,0.1,99358.3733880435,100.0,2521151.0,39.034973,120.63266
Romania,2017,23.4,26943.3085419885,100.0,10453491.0,4.0342684,3174.8083
Saudi Arabia,2017,0.0,53120.4572456269,100.0,25804351.0,20.936852,43.517216
Singapore,2017,0.7,95744.1821600957,100.0,5612253.0,8.939904,1864.0085
Slovenia,2017,19.7,36180.0384547624,100.0,1141578.0,7.097131,6397.619
Sweden,2017,51.8,51474.1199115161,100.0,8774072.0,4.211175,2247.1758
Thailand,2017,22.2,17573.339815536,99.9,35033012.0,3.9818282,2935.022
Turkmenistan,2017,0.1,13278.4030353381,100.0,3060498.0,9.675111,0.0
Trinidad and Tobago,2017,0.4,28484.2557157494,100.0,731623.0,27.882011,0.0
Ukraine,2017,6.5,11536.0810546875,100.0,31470506.0,4.914332,6592.87
United States,2017,9.7,60047.7190728307,100.0,262599422.0,15.639208,11597.046
Uzbekistan,2017,1.7,7818.01112977426,100.0,16125558.0,3.4219267,518.2952
World,2017,17.8541835016377,16435.1099509885,88.9317628469647,4212234249.0,4.705259,5653.7407
South Africa,2017,7.9,13738.4385854596,84.4,36500987.0,7.6344075,17922.13
United Arab Emirates,2018,0.3,77446.2269929923,100.0,7931627.0,21.8367,2389.2778
Argentina,2018,10.5,24410.3919063335,100.0,40978889.0,4.0865293,307.00226
Australia,2018,9.8,50371.233830782,100.0,21774643.0,16.512163,20258.863
Austria,2018,34.1,56636.4953030542,100.0,6020808.0,7.5287404,3651.4622
Azerbaijan,2018,1.9,15282.9995232298,100.0,5683974.0,3.4439225,0.84109837
Belgium,2018,10.7,52466.7330784599,100.0,9928778.0,8.772404,3138.89
Bangladesh,2018,27.0,5490.15881865179,86.9,49903270.0,0.52963835,174.70822
Bulgaria,2018,19.6,23997.6876896184,98.7,4939162.0,6.192869,9031.439
Belarus,2018,7.2,20025.9815543598,99.3,7287995.0,6.558066,1549.4348
Brazil,2018,46.9,15463.7426393743,99.7,178163387.0,2.3123908,926.5976
Canada,2018,22.3,49982.5999118346,100.0,30232734.0,15.420052,4852.173
Switzerland,2018,24.2,70688.8187491194,100.0,6751200.0,4.3381386,139.92708
Chile,2018,25.5,25305.0903462611,100.0,16618838.0,4.469476,4581.6353
China,2018,13.5,16298.2050619109,100.0,862700183.0,7.2915606,15751.941
Colombia,2018,30.4,15239.4049488277,98.5,37886343.0,1.8523545,927.34503
Cyprus,2018,12.0,40262.30859375,100.0,849177.0,5.763717,124.573586
Czechia,2018,14.7,41638.1831076596,100.0,7743889.0,10.0789385,17633.31
Germany,2018,16.0,56273.0405627017,100.0,67271661.0,9.101415,9676.196
Denmark,2018,34.6,57233.6231685618,100.0,5104540.0,5.973422,3240.1475
Algeria,2018,0.2,13727.1266357859,99.6,30563352.0,4.104483,136.80733
Ecuador,2018,16.3,12186.8846084388,98.7,10748602.0,2.2552624,19.008587
Spain,2018,16.9,41015.1565755187,100.0,37218835.0,5.701944,2845.909
Estonia,2018,28.6,37120.9879761677,100.0,915870.0,13.465254,37175.773
Finland,2018,44.2,49248.6775395866,100.0,3990060.0,8.291922,8862.18
France,2018,15.2,46381.0590629457,100.0,52834442.0,4.93138,1529.3868
United Kingdom,2018,10.2,47212.2045190522,100.0,54653004.0,5.6886244,1444.3698
Greece,2018,17.9,29792.0592519585,100.0,8376914.0,6.6889496,5104.435
Croatia,2018,32.8,29789.1305400916,100.0,2237430.0,4.396296,1055.5012
Hungary,2018,13.6,32258.2577892511,100.0,6840612.0,5.0505667,2526.8538
Indonesia,2018,22.0,11372.0971987612,98.5,148731816.0,2.249951,2429.0605
India,2018,32.9,6714.96639877754,95.7,460489278.0,1.8879061,3623.8816
Ireland,2018,10.8,86299.3420216976,100.0,3089890.0,7.9880743,3366.8245
Iraq,2018,0.5,12034.4011214944,99.9,28136215.0,4.62321,0.0
Iceland,2018,81.4,57197.7676247175,100.0,331038.0,10.387562,3778.647
Israel,2018,3.8,40189.9909957069,100.0,8140697.0,7.04882,6437.242
Italy,2018,17.1,43386.7005868803,100.0,41791290.0,5.790691,1692.0872
Japan,2018,7.3,42141.9352987758,100.0,116206724.0,8.971074,10925.536
Kazakhstan,2018,1.9,25096.1285862615,100.0,11026194.0,17.407537,22364.543
Kuwait,2018,0.0,51370.7320595252,100.0,4323515.0,23.697384,631.9372
Sri Lanka,2018,47.9,14178.0225361887,99.6,4187534.0,0.90489626,686.1957
Lithuania,2018,33.7,36491.9385223689,100.0,1892993.0,4.7866178,877.2864
Luxembourg,2018,16.0,116638.414163882,100.0,563393.0,15.714555,798.6542
Latvia,2018,41.0,29817.8047263182,100.0,1310787.0,4.0689178,292.3922
Morocco,2018,10.9,7801.0986328125,98.1,22066391.0,1.7387096,1671.1162
Mexico,2018,10.3,20921.4775277572,99.5,97201282.0,3.760188,1264.6765
North Macedonia,2018,20.9,18460.4624451227,99.8,1136416.0,3.4660208,5234.6284
Malaysia,2018,5.3,27793.5674222948,100.0,24539557.0,7.9805346,7867.9897
North America,2018,11.3114262085469,61572.5505918721,100.0,294041610.0,11.245828,6898.6562
Netherlands,2018,7.4,58819.2609142584,100.0,15957560.0,9.084534,5515.284
Norway,2018,58.9,70253.8463693386,100.0,4368797.0,8.37238,1749.0526
New Zealand,2018,28.9,42527.2784103301,100.0,4106790.0,7.281771,3197.9858
Oman,2018,0.0,37780.3308327271,100.0,3630740.0,15.37186,188.42813
Pakistan,2018,43.4,4979.3734961655,93.4,83391491.0,0.8967553,584.31396
Peru,2018,27.9,13078.2323503405,95.2,26374675.0,1.7560439,246.59387
Philippines,2018,27.6,8357.74357934219,94.2,58245264.0,1.2776358,1736.9788
Poland,2018,15.1,32345.1066076225,100.0,22805102.0,8.779007,15145.374
Portugal,2018,27.5,34896.7993382974,100.0,6285812.0,4.972253,3067.0605
Qatar,2018,0.0,110032.839882747,100.0,2556877.0,37.166264,169.05215
Romania,2018,23.0,29382.7567479407,99.8,10349358.0,4.075668,3042.2473
Saudi Arabia,2018,0.0,59377.8025368768,99.9,25205090.0,21.47873,36.70276
Singapore,2018,0.8,103963.36329269,100.0,5638676.0,8.927358,985.4102
Slovenia,2018,20.6,38620.2045436305,100.0,1144610.0,7.03719,6232.9023
Sweden,2018,51.6,53122.438677218,100.0,8900641.0,4.1134505,2212.3381
Thailand,2018,23.7,18876.2208766741,99.8,38960186.0,4.039237,3119.6692
Turkmenistan,2018,0.1,14368.4621432532,100.0,3130918.0,9.210645,0.0
Trinidad and Tobago,2018,0.5,28673.2413951653,100.0,733033.0,27.410236,0.0
Ukraine,2018,6.9,12554.8486328125,100.0,31336915.0,5.1295204,7217.1543
United States,2018,9.9,62875.6661382728,100.0,263745045.0,16.000992,11011.453
Uzbekistan,2018,1.5,8128.75520303523,100.0,16374996.0,3.160928,729.7431
World,2018,18.1052270747944,17300.0026687715,89.7973878560124,4291287536.0,4.752195,5678.898
South Africa,2018,8.0,13347.3634826038,84.7,37147252.0,7.7417293,16724.281
United Arab Emirates,2019,0.7,79816.3010904406,100.0,8031735.0,21.75957,2203.959
Argentina,2019,10.7,23516.8261980886,100.0,41311179.0,4.011869,180.63899
Australia,2019,10.3,52885.8313816377,100.0,22117801.0,16.28262,19088.254
Austria,2019,34.0,60354.9279422121,100.0,6066549.0,7.651411,3822.2224
Azerbaijan,2019,1.7,16675.3179361558,100.0,5827198.0,3.734001,0.7610363
Belgium,2019,10.2,56712.469571978,100.0,10006461.0,8.685232,3126.3245
Bangladesh,2019,26.1,6047.12401504125,92.2,50830886.0,0.57489496,291.45605
Bulgaria,2019,19.3,26765.7192049867,99.2,4877601.0,6.0490556,8480.807
Belarus,2019,7.8,22301.5932411839,100.0,7296081.0,6.5890727,1639.345
Brazil,2019,47.5,16069.838015161,99.8,179821975.0,2.2979572,865.3058
Canada,2019,22.4,50498.9731057448,100.0,30747991.0,15.324565,4477.0063
Switzerland,2019,24.8,73732.2353322093,100.0,6927050.0,4.2928753,124.35599
Chile,2019,25.3,25611.7578269458,100.0,16918467.0,4.7910333,4536.187
China,2019,14.3,17600.8907568493,100.0,882795695.0,7.5260706,16102.5
Colombia,2019,31.5,16181.5908990662,99.4,38658502.0,1.9828873,1074.8174
Cyprus,2019,12.0,44393.9921875,100.0,859081.0,5.692592,151.04794
Czechia,2019,15.9,45614.0171132532,100.0,7767803.0,9.568804,15856.4795
Germany,2019,17.1,59270.7276496985,100.0,67559064.0,8.480803,7470.367
Denmark,2019,37.2,60594.966400191,100.0,5128881.0,5.3228407,1818.7543
Algeria,2019,0.2,13892.5333446205,99.5,31380950.0,4.2135787,110.94214
Ecuador,2019,17.7,12543.0148243925,99.1,10935088.0,2.3115683,5.7397633
Spain,2019,16.7,44042.757577336,100.0,37522807.0,5.284558,1243.4685
Estonia,2019,31.3,40586.3784378888,100.0,923239.0,9.261298,26985.354
Finland,2019,45.4,52276.1115723992,100.0,4016589.0,7.686688,7433.679
France,2019,15.5,51130.4723140578,100.0,53022323.0,4.812466,1208.3329
United Kingdom,2019,11.4,50064.9605582187,100.0,55083809.0,5.4350777,1026.8496
Greece,2019,18.5,31927.3792151369,100.0,8383077.0,6.132932,3468.308
Croatia,2019,31.6,33063.9101734438,100.0,2223635.0,4.470374,1229.1891
Hungary,2019,13.6,35627.2315520858,100.0,6830636.0,5.0314445,2188.9695
Indonesia,2019,19.8,11986.4701508376,98.9,151880690.0,2.440643,2940.4124
India,2019,33.5,7150.92423452926,95.9,469686125.0,1.8798543,3591.7312
Ireland,2019,12.3,92022.59879983,100.0,3148788.0,7.540263,2379.8127
Iraq,2019,0.9,12248.5917385964,100.0,28780286.0,4.655681,0.0
Iceland,2019,81.7,60523.8179440825,100.0,338847.0,9.849048,3619.415
Israel,2019,4.5,41325.1783656756,100.0,8294858.0,6.809169,6687.735
Italy,2019,17.3,46661.9105159611,100.0,41514698.0,5.6483817,1281.4473
Japan,2019,7.8,42678.1511448354,100.0,116143255.0,8.698248,10754.539
