Country Name,Year,Renewable_Share,GDP_per_Capita,Electricity_Access,Urban_Population,CO2_Emissions,Energy_Consumption
Kazakhstan,2019,1.9,28689.2710838374,100.0,11349629.0,15.411059,20870.842
Kuwait,2019,0.1,50703.0001343301,100.0,4442316.0,23.559092,496.93457
Sri Lanka,2019,46.1,14112.952504221,99.8,4250415.0,0.9417696,727.20953
Lithuania,2019,33.5,40563.8304884555,100.0,1890337.0,4.8826694,825.94196
Luxembourg,2019,16.4,121371.73990307,100.0,578207.0,15.721521,858.10034
Latvia,2019,41.5,32199.0960377091,100.0,1302668.0,3.9876633,249.00742
Morocco,2019,10.7,8046.22900390625,99.6,22393922.0,1.8984194,2139.893
Mexico,2019,10.3,20964.2774847072,99.6,98542822.0,3.7231612,1196.0184
North Macedonia,2019,17.0,20222.5954834227,100.0,1137553.0,4.0179386,6275.9355
Malaysia,2019,5.7,28933.928297233,100.0,25026197.0,8.303469,7318.326
North America,2019,11.5807525012806,63726.4133389726,100.0,295423957.0,10.953225,5921.211
Netherlands,2019,8.6,62345.2538465433,100.0,16285068.0,8.708599,4259.126
Norway,2019,59.8,70939.605518036,100.0,4411671.0,8.015733,1696.8948
New Zealand,2019,28.0,45278.4587226734,100.0,4165358.0,7.357706,3336.686
Oman,2019,0.0,37250.6110788359,100.0,3653618.0,15.689613,212.39487
Pakistan,2019,45.9,5037.53401559745,93.9,85648282.0,0.8267986,618.13245
Peru,2019,27.1,13563.5372933551,95.6,26966442.0,1.8079982,252.2559
Philippines,2019,26.9,8924.10116402887,95.3,59519606.0,1.2869601,1834.8615
Poland,2019,15.6,35882.3655065553,100.0,22765093.0,8.304427,13500.757
Portugal,2019,28.2,37865.5603564295,100.0,6286442.0,4.6004105,1403.6346
Qatar,2019,0.1,107502.567853627,100.0,2615415.0,36.251686,147.38676
Romania,2019,23.5,33425.326172666,100.0,10246281.0,3.9325275,2962.8948
Saudi Arabia,2019,0.0,59560.2537904546,100.0,25145200.0,23.244812,38.478832
Singapore,2019,0.9,105335.291974111,100.0,5703569.0,8.642643,939.2733
Slovenia,2019,20.9,42373.2506369279,100.0,1158058.0,6.7451043,5853.076
Sweden,2019,52.9,57046.4463076951,100.0,9015493.0,3.9665341,2190.301
Thailand,2019,23.9,19963.3918407099,99.9,39999986.0,3.9411147,2774.7007
Turkmenistan,2019,0.1,15477.7237643978,99.9,3201219.0,9.149726,0.0
Trinidad and Tobago,2019,0.4,29315.8054064667,100.0,735655.0,27.446016,0.0
Ukraine,2019,7.4,14217.486328125,100.0,31179240.0,4.942182,6745.5757
United States,2019,10.2,65227.9565911035,100.0,264611859.0,15.500492,9326.681
Uzbekistan,2019,1.6,8544.08026729718,100.0,16677505.0,3.2746303,634.4015
World,2019,18.5751641385934,18139.33276478,90.1083920202658,4366527368.0,4.7478137,5585.197
South Africa,2019,8.7,13361.4851289112,85.0,37786302.0,7.899718,17532.895
United Arab Emirates,2020,0.9,66790.6822664754,100.0,8009264.0,22.783035,2618.0146
Argentina,2020,9.8,22393.3479575353,100.0,41551256.0,3.6425223,221.6174
Australia,2020,11.2,54184.1614486854,100.0,22384444.0,15.481285,18183.197
Austria,2020,35.8,58523.0337816246,100.0,6111709.0,6.969737,3254.1807
Azerbaijan,2020,1.3,15163.5703327282,100.0,5883630.0,3.559036,0.45288065
Belgium,2020,12.3,56120.0958420466,100.0,10072797.0,7.9076037,2412.732
Bangladesh,2020,27.2,6640.58437331062,96.2,51746778.0,0.5756478,314.77722
Bulgaria,2020,21.1,27351.8607448601,99.7,4803232.0,5.274422,6972.1484
Belarus,2020,8.4,24872.3066744528,100.0,7296574.0,6.322667,1040.9977
Brazil,2020,50.0,16101.6183062954,99.7,181349681.0,2.1470218,777.7955
Canada,2020,23.9,48590.6832121939,100.0,31164845.0,13.732821,3829.4673
Switzerland,2020,26.4,72997.8239503282,100.0,7112812.0,3.974646,118.947754
Chile,2020,26.7,25350.8635082972,100.0,17103360.0,4.1391664,3776.1191
China,2020,14.9,18267.4783455827,100.0,896379022.0,7.64075,16410.105
Colombia,2020,32.0,15519.2101694656,99.7,39308245.0,1.8231317,937.7812
Cyprus,2020,15.0,42569.0546875,100.0,868834.0,5.300958,124.49054
Czechia,2020,17.0,44839.4822099455,100.0,7780070.0,8.688184,13785.167
Germany,2020,18.5,58685.872699771,100.0,67751166.0,7.738692,6156.5767
Denmark,2020,39.5,62682.2899474389,100.0,5145599.0,4.8528743,1596.481
Algeria,2020,0.1,12676.5130564294,99.7,32174559.0,3.8857946,34.592587
Ecuador,2020,20.2,11526.8013009278,98.9,11067600.0,1.8507442,15.999789
Spain,2020,19.3,39327.8479269599,100.0,37743362.0,4.441423,721.19147
Estonia,2020,40.4,40672.1340402132,100.0,929091.0,6.917664,21890.736
Finland,2020,47.3,53296.5792798852,100.0,4041263.0,6.82145,5683.7383
France,2020,16.8,49481.8044309655,100.0,53210127.0,4.271517,849.4367
United Kingdom,2020,13.6,48230.0477027461,100.0,55330777.0,4.84416,932.455
Greece,2020,20.1,29533.087740299,100.0,8377718.0,5.1944113,1990.2908
Croatia,2020,32.4,31594.0111922141,100.0,2212641.0,4.2666397,1062.392
Hungary,2020,14.8,35583.5855675637,100.0,6797505.0,4.831583,2009.8542
Indonesia,2020,21.9,11729.3674458448,97.0,154661763.0,2.268087,2785.0745
India,2020,36.1,6966.27542785911,96.5,478694801.0,1.7272933,3361.338
Ireland,2020,13.7,97799.9225748607,100.0,3198795.0,7.0349927,2018.9053
Iraq,2020,1.1,10573.9304750715,100.0,29426163.0,4.086228,0.0
Iceland,2020,82.9,55796.7454667632,100.0,344976.0,9.107118,2621.8328
Israel,2020,5.6,40955.2856179152,100.0,8439082.0,6.7366834,5735.025
Italy,2020,18.7,44435.6434393527,100.0,41321146.0,5.0506783,982.56506
Japan,2020,8.5,42425.6946789651,100.0,115883599.0,8.212569,10061.016
Kazakhstan,2020,1.8,29039.8229624509,100.0,11686761.0,14.463993,19468.447
Kuwait,2020,0.1,41461.7235642777,100.0,4400267.0,20.477186,126.34676
Sri Lanka,2020,49.3,12940.9043295749,100.0,4309755.0,0.9047328,867.986
Lithuania,2020,31.7,41262.7276941725,100.0,1894904.0,4.8285885,644.36255
Luxembourg,2020,20.8,122066.739147202,100.0,591712.0,12.795942,708.9797
Latvia,2020,43.8,32741.4207691987,100.0,1294607.0,3.681657,150.49617
Morocco,2020,11.1,7704.84912109375,100.0,22716358.0,1.764199,2182.043
Mexico,2020,12.3,19354.1248706244,99.4,99762910.0,3.382808,524.3809
North Macedonia,2020,20.0,19962.1482468276,100.0,1135193.0,3.7285478,4704.7573
Malaysia,2020,7.0,27474.7361378236,100.0,25434516.0,7.735682,8500.898
North America,2020,12.4628823400948,62778.6348403293,100.0,296482954.0,9.761333,4713.6426
Netherlands,2020,10.7,62596.6302027524,100.0,16439177.0,7.7664127,2708.9927
Norway,2020,60.9,67110.6045705502,100.0,4448987.0,7.672967,1668.7388
New Zealand,2020,28.7,45513.3123768343,100.0,4251376.0,6.727745,3108.5457
Oman,2020,0.1,35163.3281781415,100.0,3618795.0,15.886151,248.0363
Pakistan,2020,42.7,5048.0213062963,94.5,88144500.0,0.91705513,671.7611
Peru,2020,31.6,12563.3038060893,96.2,27428996.0,1.4384526,181.04214
Philippines,2020,29.1,8238.36802037457,96.4,60644675.0,1.1728759,1820.6619
Poland,2020,16.1,37089.3004256812,100.0,22462109.0,7.914448,12533.299
Portugal,2020,31.3,35966.712796561,100.0,6291955.0,4.024692,634.4192
Qatar,2020,0.0,82149.4569875883,100.0,2770727.0,36.145443,26.711891
Romania,2020,24.1,34193.8374521868,100.0,10135823.0,3.81315,2151.4304
Saudi Arabia,2020,0.1,47518.4877485153,100.0,26443034.0,21.088715,33.176666
Singapore,2020,0.9,101518.31798444,100.0,5685807.0,8.309385,896.2309
Slovenia,2020,22.7,41767.2579899957,100.0,1164412.0,6.1229367,5585.7793
Sweden,2020,57.8,57489.2657196219,100.0,9105066.0,3.5371203,1797.617
Thailand,2020,20.9,19163.7415152349,100.0,41004632.0,3.7956123,2961.7375
Turkmenistan,2020,0.1,15090.9394971778,100.0,3270260.0,9.051186,0.0
Trinidad and Tobago,2020,0.5,26731.3556410029,100.0,737181.0,23.661348,0.0
Ukraine,2020,8.7,15541.02734375,100.0,31000741.0,4.635197,5946.9688
United States,2020,11.0,64401.5074354209,100.0,265253727.0,13.8168955,7530.669
Uzbekistan,2020,1.0,8451.72505108114,100.0,17050807.0,3.2197232,853.2942
World,2020,19.7355641050053,17911.4905983176,90.3956876080963,4433420561.0,4.4577436,5365.3247
South Africa,2020,9.8,12671.0862436851,90.0,38419145.0,7.1875925,16886.506
United Arab Emirates,2021,1.0,68580.1485423483,100.0,8173081.0,21.67451,3080.3767
Argentina,2021,9.2,26300.274261175,100.0,41700565.0,4.1974697,310.12344
Australia,2021,12.3,58327.4146842325,100.0,22406757.0,14.96633,17432.15
Austria,2021,36.0,62968.9422311892,100.0,6159224.0,7.3325477,3363.6277
Azerbaijan,2021,1.3,20111.3756952109,100.0,5916999.0,3.7422564,0.15199326
Belgium,2021,11.7,60669.2137746531,100.0,10129875.0,8.204076,2660.078
Bangladesh,2021,25.0,7441.06913961254,99.0,52643565.0,0.58768314,252.36351
Bulgaria,2021,20.4,30959.1118459807,99.8,4772895.0,6.1601954,8862.936
Belarus,2021,8.2,27611.1801135157,100.0,7268211.0,6.5786033,1069.8309
Brazil,2021,46.5,18075.7060048757,99.5,182593908.0,2.3696554,940.42975
Canada,2021,23.8,56995.1176781351,100.0,31424728.0,13.977163,3412.7449
Switzerland,2021,27.7,81001.4111206118,100.0,7329284.0,4.1233916,118.99723
Chile,2021,24.2,29089.850459728,100.0,17212250.0,4.298362,4168.882
China,2021,15.2,20843.2978347377,100.0,914094603.0,7.910899,17046.299
Colombia,2021,29.7,17383.0901728295,100.0,39841781.0,2.0265136,736.5218
Cyprus,2021,15.6,47632.76953125,100.0,878274.0,5.2764926,364.347
Czechia,2021,17.2,47796.0337408466,100.0,7635706.0,9.175987,14309.403
Germany,2021,17.6,62530.7653199239,100.0,67915111.0,8.100614,7430.7793
Denmark,2021,39.5,69715.1809680929,100.0,5169249.0,5.0545783,2117.1257
Algeria,2021,0.1,14496.8654697299,99.8,32953086.0,4.0668306,69.37296
Ecuador,2021,18.9,13507.4445638375,100.0,11155352.0,2.159484,31.095692
Spain,2021,19.0,44251.6658222621,100.0,37852874.0,4.793181,782.6643
Estonia,2021,38.0,44251.5374983455,100.0,934018.0,7.8024516,23848.027
Finland,2021,50.2,56790.3766177692,100.0,4065501.0,6.825398,6132.792
France,2021,16.2,52517.3354905855,100.0,53417028.0,4.649748,1136.5577
United Kingdom,2021,12.2,51004.4271714238,100.0,55589113.0,5.059431,949.8083
Greece,2021,21.5,33531.15511226,100.0,8285042.0,5.4376464,1881.7395
Croatia,2021,34.1,36930.2841941405,100.0,2202034.0,4.4343224,1230.7877
Hungary,2021,15.3,38887.1909527154,100.0,6761485.0,4.9780636,1641.7809
Indonesia,2021,20.2,12757.0746440204,99.2,157409381.0,2.2870014,2757.7502
India,2021,34.9,8050.01857452664,99.6,487087908.0,1.8920738,3785.0215
Ireland,2021,12.7,116903.61243517,100.0,3254289.0,7.4523654,2728.8171
Iraq,2021,1.1,12731.7535755129,100.0,30093110.0,4.483625,0.0
Iceland,2021,82.4,61610.2132740715,100.0,350954.0,9.367136,3653.0688
Israel,2021,6.2,46162.0822730247,100.0,8578144.0,6.5918126,5058.0454
Italy,2021,17.5,49825.3934111848,100.0,41086468.0,5.6242104,1089.8677
Japan,2021,8.8,44355.3487163354,100.0,115468839.0,8.422242,10896.52
Kazakhstan,2021,2.0,32945.8515725823,100.0,12049571.0,12.404203,19752.662
Kuwait,2021,0.1,50651.9575337091,100.0,4360865.0,20.149948,246.36115
Sri Lanka,2021,48.8,14316.1352225683,100.0,4392788.0,0.9173014,861.97174
Lithuania,2021,33.2,45873.5273239486,100.0,1915068.0,4.9304504,772.4229
Luxembourg,2021,20.5,136772.443753292,100.0,605412.0,13.134188,715.0275
Latvia,2021,44.0,36912.0130602161,100.0,1284862.0,3.8281586,118.736595
Morocco,2021,10.9,8623.265625,100.0,23029021.0,1.9016743,2326.3499
Mexico,2021,13.0,20782.5877417545,100.0,100755748.0,3.500541,431.86072
North Macedonia,2021,19.5,22144.2842571431,100.0,1133209.0,3.5212708,4186.44
Malaysia,2021,7.5,29822.8491831618,100.0,25886250.0,7.9729576,7769.1885
North America,2021,12.4628823400948,69833.4948761015,100.0,297194013.0,10.352162,5282.294
Netherlands,2021,12.2,68573.5648786446,100.0,16591428.0,7.889522,3672.2527
Norway,2021,61.4,88984.1386736515,100.0,4481404.0,7.591971,1810.274
New Zealand,2021,28.9,48248.7176729892,100.0,4262417.0,6.773412,3600.1892
Oman,2021,0.1,38719.4587682049,100.0,3605919.0,16.674276,217.25662
Pakistan,2021,41.6,5367.27364714762,94.9,90841927.0,1.0170143,738.65814
Peru,2021,30.6,15280.5512106486,95.6,27833704.0,1.8084831,235.07141
Philippines,2021,28.0,8857.78995115514,97.5,61583931.0,1.2402151,1944.8385
Poland,2021,15.2,41059.5847829682,100.0,22118541.0,8.693247,13910.262
Portugal,2021,32.3,38657.6677223425,100.0,6330574.0,3.8783576,218.89989
Qatar,2021,0.0,116832.656941972,100.0,2484956.0,37.082108,10.159407
Romania,2021,23.6,37534.1559176911,100.0,9987863.0,4.026425,2448.4
Saudi Arabia,2021,0.1,62690.4966645929,100.0,25850150.0,22.196955,40.821964
Singapore,2021,1.1,132617.354020876,100.0,5453566.0,9.033064,973.1698
Slovenia,2021,23.4,45914.0572392406,100.0,1165865.0,6.186983,5104.0
Sweden,2021,57.9,62731.700616293,100.0,9184054.0,3.7027159,1816.8953
Thailand,2021,19.0,20242.7700035656,100.0,41966785.0,3.7244072,3029.1685
Turkmenistan,2021,0.1,16434.1399060353,100.0,3337384.0,12.929089,0.0
Trinidad and Tobago,2021,0.5,30482.1201798631,100.0,737690.0,24.459532,0.0
Ukraine,2021,8.9,17846.408203125,100.0,30744454.0,4.7549105,5979.4517
United States,2021,10.9,71307.4017277218,100.0,265704637.0,14.758024,8633.825
Uzbekistan,2021,1.0,9247.64382703929,99.9,17439284.0,3.5966222,753.74603
World,2021,19.7355641050053,19857.1360041616,91.3342664591051,4499447586.0,4.634748,5612.226
South Africa,2021,9.7,13681.9548144813,89.3,39023643.0,7.14546,16196.925
United Arab Emirates,2022,1.0,75071.6586300351,100.0,8615590.0,20.220825,2723.3853
Argentina,2022,9.2,29808.8073468007,100.0,41826509.0,4.047052,327.9513
Australia,2022,12.3,66103.1797066957,100.0,22723275.0,14.65893,16348.856
Austria,2022,36.0,72065.4974270106,100.0,6238704.0,6.779517,3183.9185
Azerbaijan,2022,1.3,22552.0886560523,100.0,5926668.0,3.999354,0.07554682
Belgium,2022,11.7,69128.1388883843,100.0,10218922.0,7.6375527,2755.8174
Bangladesh,2022,25.0,8450.54902533941,99.4,53650523.0,0.6030491,327.04584
Bulgaria,2022,20.4,36320.1422295192,100.0,4750548.0,6.8755846,10639.264
Belarus,2022,8.2,28429.4948821827,100.0,7241570.0,6.226867,1185.9557
Brazil,2022,46.5,19876.8533531396,100.0,183701720.0,2.2826612,773.9508
Canada,2022,23.8,63944.1050100687,100.0,32063777.0,14.107159,2755.592
Switzerland,2022,27.7,94421.4576550424,100.0,7453558.0,3.7477124,122.58368
Chile,2022,24.2,30932.0010873677,100.0,17331720.0,4.385191,3387.8591
China,2022,15.2,23032.1766271143,100.0,920987153.0,8.217776,17119.092
Colombia,2022,29.7,20854.002999162,100.0,40379635.0,1.7286528,955.23456
Cyprus,2022,15.6,55876.17578125,100.0,887617.0,5.3108797,267.23978
Czechia,2022,17.2,52946.9660854462,100.0,7758284.0,8.904502,14453.141
Germany,2022,17.6,69048.9884036885,100.0,68028459.0,7.942359,7632.1694
Denmark,2022,39.5,78913.6534913127,100.0,5217578.0,4.9288173,2063.4119
Algeria,2022,0.1,15836.0944370321,100.0,33734939.0,4.238998,47.821785
Ecuador,2022,18.9,15198.0725554473,100.0,11245129.0,2.36007,44.87243
Spain,2022,19.0,51398.9310403407,100.0,38207320.0,4.8971643,909.068
Estonia,2022,38.0,48217.5523106028,100.0,950787.0,8.863261,25375.463
Finland,2022,50.2,62133.1375219912,100.0,4094670.0,6.5245185,5972.6235
France,2022,16.2,57042.9449013772,100.0,53701527.0,4.4555726,971.6879
United Kingdom,2022,12.2,59021.5721805914,100.0,56162292.0,4.563232,869.1269
Greece,2022,21.5,39612.4406377916,100.0,8198194.0,5.532692,1770.7454
Croatia,2022,34.1,42125.0726930931,100.0,2197629.0,4.500902,1209.9867
Hungary,2022,15.3,44365.9108128343,100.0,6738776.0,4.674298,1497.4098
Indonesia,2022,20.2,14284.929293133,100.0,160309348.0,2.7185707,4362.9033
India,2022,34.9,9207.12743040145,99.2,495413925.0,1.9861692,3901.5322
Ireland,2022,12.7,138522.517800204,100.0,3330586.0,7.177214,2162.0608
Iraq,2022,1.1,14391.1292349806,100.0,30791339.0,4.9385333,0.0
Iceland,2022,82.4,75332.8528345867,100.0,359765.0,9.458432,3541.05
Israel,2022,6.2,53619.0680995095,100.0,8744920.0,6.8401985,4880.486
Italy,2022,17.5,57260.8945372493,100.0,41005043.0,5.704794,1449.5105
Japan,2022,8.8,47192.0500603372,100.0,115087029.0,8.237319,10924.409
Kazakhstan,2022,2.0,35895.0839871667,100.0,12310097.0,13.693581,19552.594
Kuwait,2022,0.1,55043.0022635849,100.0,4589643.0,25.242083,128.16096
Sri Lanka,2022,48.8,14193.6546217446,100.0,4433492.0,0.80477285,803.3259
Lithuania,2022,33.2,50936.0049547442,100.0,1933631.0,4.5777125,759.2529
Luxembourg,2022,20.5,146919.145398494,100.0,618884.0,11.134566,722.83075
Latvia,2022,44.0,40558.7495841122,100.0,1282811.0,3.5129132,87.4212
Morocco,2022,10.9,9310.0322265625,100.0,23335087.0,1.8693061,2313.53
Mexico,2022,13.0,23135.4931601276,100.0,101861181.0,3.5284045,527.44965
North Macedonia,2022,19.5,24212.2818885331,100.0,1134802.0,3.9952326,5365.7144
Malaysia,2022,7.5,34419.8684975666,100.0,26359601.0,8.124508,7923.9004
North America,2022,12.4628823400948,76412.9988703282,100.0,299450931.0,10.390202,4920.794
Netherlands,2022,12.2,78630.3599072098,100.0,16813387.0,7.1213217,3593.1536
Norway,2022,61.4,125489.548935602,100.0,4527034.0,7.4829626,1716.3087
New Zealand,2022,28.9,54033.9130125651,100.0,4261246.0,6.229061,2483.823
Oman,2022,0.1,42616.3348955868,100.0,3784734.0,16.488375,297.6105
Pakistan,2022,41.6,5920.27430654107,95.0,93517801.0,0.8697954,619.5007
Peru,2022,30.6,16669.1561486769,96.2,28242007.0,1.9352938,250.38922
Philippines,2022,28.0,10131.346369794,94.8,62441328.0,1.3246514,1946.624
Poland,2022,15.2,46777.5524519162,100.0,22031023.0,8.20336,12911.908
Portugal,2022,32.3,45250.0148759865,100.0,6378082.0,3.9092069,7.815055
Qatar,2022,0.0,122920.54329029,100.0,2637243.0,37.88961,39.7509
Romania,2022,23.6,41979.2586767087,100.0,9936362.0,3.8183794,2193.1868
Saudi Arabia,2022,0.1,71968.074955888,100.0,27070606.0,20.729954,38.875736
Singapore,2022,1.1,143094.949896959,100.0,5637022.0,8.6610365,853.6383
Slovenia,2022,23.4,52347.109726538,100.0,1168776.0,6.017234,4120.6606
Sweden,2022,57.9,67075.6762724717,100.0,9270860.0,3.4653375,1758.741
Thailand,2022,19.0,22243.0747727026,99.9,42856389.0,3.7997093,2755.6716
Turkmenistan,2022,0.1,18340.1112805299,100.0,3402472.0,14.11619,0.0
Trinidad and Tobago,2022,0.5,32978.8585763159,100.0,736816.0,25.063381,0.0
Ukraine,2022,8.9,14770.0712890625,100.0,28497473.0,3.4846325,3034.5686
United States,2022,10.9,77860.9112908848,100.0,267322405.0,14.802047,8060.6177
Uzbekistan,2022,1.0,10292.5309427485,100.0,17813536.0,3.4089596,849.40826
World,2022,19.7355641050053,21985.2888100547,91.2883104888965,4559659836.0,4.6784525,5600.8784
South Africa,2022,9.7,14749.0478045301,86.5,39595737.0,6.8738866,15045.9
United Arab Emirates,2023,1.0,77955.2951760879,100.0,8981227.0,19.772913,2669.2302
Argentina,2023,9.2,30221.4976888753,100.0,41983907.0,3.9177263,292.1445
Australia,2023,12.3,72272.7092136683,100.0,23323885.0,14.529289,15815.612
Austria,2023,36.0,73544.6567230487,100.0,6321602.0,6.2328863,3060.5903
Azerbaijan,2023,1.3,23651.5994852756,100.0,5940831.0,4.142986,0.07537914
Belgium,2023,11.7,71946.1447190292,100.0,10313519.0,7.2316356,2371.7417
Bangladesh,2023,25.0,9147.7775066555,99.5,55140091.0,0.60960233,476.89563
Bulgaria,2023,20.4,38829.1913208102,100.0,4753221.0,5.076801,6319.409
Belarus,2023,8.2,30834.1773668111,100.0,7233843.0,6.1143074,1235.0475
Brazil,2023,46.5,21175.6186988214,99.8,184993000.0,2.2922719,754.3253
Canada,2023,23.8,64219.3173928637,100.0,33078918.0,13.880179,2620.084
Switzerland,2023,27.7,95141.5960943632,100.0,7571980.0,3.604899,95.82255
Chile,2023,24.2,33145.403552025,100.0,17460164.0,3.9475496,1990.5308
China,2023,15.2,25179.1193066383,100.0,924440306.0,8.556261,17701.023
Colombia,2023,29.7,21246.3762695201,98.7,40954681.0,1.7199993,1037.6309
Cyprus,2023,15.6,59874.5703125,100.0,896749.0,5.3443794,236.86624
Czechia,2023,17.2,55761.3798291375,100.0,7901987.0,7.6997585,11573.252
Germany,2023,17.6,71684.0311875583,100.0,68215139.0,7.022808,5765.0254
Denmark,2023,39.5,77892.2932609904,100.0,5266183.0,4.8470974,1304.31
Algeria,2023,0.1,16824.4879034627,100.0,34499817.0,4.394023,45.598732
Ecuador,2023,18.9,15918.5162948773,98.7,11350965.0,2.4805002,16.908316
Spain,2023,19.0,55682.2402603093,100.0,38744151.0,4.4970493,634.74176
Estonia,2023,38.0,48637.1802208795,100.0,968477.0,6.3957644,21403.625
Finland,2023,50.2,63414.9936878177,100.0,4132443.0,5.6771917,4474.379
France,2023,16.2,60838.9416716424,100.0,53863982.0,4.067842,740.7256
United Kingdom,2023,12.2,59911.3467663209,100.0,56958080.0,4.481841,743.0388
Greece,2023,21.5,42710.5058010314,100.0,8198352.0,5.0755324,1393.5707
Croatia,2023,34.1,47759.6982995339,100.0,2209406.0,4.740115,1031.7117
Hungary,2023,15.3,46592.3856070073,100.0,6742568.0,4.164973,1084.6141
Indonesia,2023,20.2,15415.7079259527,99.4,163421861.0,2.7111824,4267.2427
India,2023,34.9,10323.4998734428,99.5,504297814.0,2.1297693,4267.682
Ireland,2023,12.7,129682.607150517,100.0,3405504.0,6.4595604,1265.9901
Iraq,2023,1.1,14652.5212399212,100.0,31492462.0,5.056339,0.0
Iceland,2023,82.4,81608.4479116436,100.0,363109.0,9.052132,2498.9119
Israel,2023,6.2,55171.2318814321,100.0,9012717.0,5.9831605,3800.2285
Italy,2023,17.5,60029.871712398,100.0,41016535.0,5.248631,900.8972
Japan,2023,8.8,50661.7663463109,100.0,114658281.0,7.9352145,10131.873
Kazakhstan,2023,2.0,38515.1836009979,100.0,12555078.0,14.076408,20832.062
Kuwait,2023,0.1,53025.4710858063,100.0,4853420.0,25.454494,224.05888
Sri Lanka,2023,48.8,14455.6544414734,100.0,4439472.0,0.8343349,717.05646
Lithuania,2023,33.2,52348.2468215268,100.0,1969202.0,4.3822517,482.86783
Luxembourg,2023,20.5,150508.218886888,100.0,631786.0,10.2852545,398.3151
Latvia,2023,44.0,42576.4060799457,100.0,1287678.0,3.5007896,92.67135
Morocco,2023,10.9,9894.650390625,100.0,23635841.0,1.8286018,2148.0264
Mexico,2023,13.0,25243.1644887582,99.7,103108719.0,3.5321004,595.8488
North Macedonia,2023,19.5,25354.103505762,100.0,1137849.0,4.006106,5162.486
Malaysia,2023,7.5,36466.8914938333,100.0,26851763.0,7.8658104,8121.142
North America,2023,12.4628823400948,80387.021822965,100.0,302829623.0,10.096913,4114.842
Netherlands,2023,12.2,81728.6904629268,100.0,17040856.0,6.4676642,2428.8728
Norway,2023,61.4,103637.516843678,100.0,4585235.0,7.042548,1533.63
New Zealand,2023,28.9,54697.382252318,100.0,4362275.0,6.1010647,2201.814
Oman,2023,0.1,41945.0255640883,100.0,4017718.0,15.806381,207.18752
Pakistan,2023,41.6,6013.989636386,95.6,96079231.0,0.7549797,523.4267
Peru,2023,30.6,17011.2278028825,96.2,28694661.0,1.9519441,231.29405
Philippines,2023,28.0,10985.8292627505,98.0,63332937.0,1.4011557,2155.379
Poland,2023,15.2,48473.0940286419,100.0,21970572.0,7.307086,10609.4
Portugal,2023,32.3,49352.8388613032,100.0,6474357.0,3.6068447,5.5748706
Qatar,2023,0.0,129367.869670927,100.0,2637002.0,40.127865,44.04036
Romania,2023,23.6,45981.6027785222,100.0,9943122.0,3.54976,1607.7166
Saudi Arabia,2023,0.1,71564.800028565,100.0,28410135.0,20.36544,46.548893
Singapore,2023,1.1,143786.136293013,100.0,5917648.0,8.821352,675.7313
Slovenia,2023,23.4,56064.0974596742,100.0,1177659.0,5.6704106,3930.9556
Sweden,2023,57.9,69226.3272756663,100.0,9338745.0,3.4789953,1767.2122
Thailand,2023,19.0,23519.2120979823,100.0,43691300.0,3.6921155,2343.6858
Turkmenistan,2023,0.1,19828.9248461199,100.0,3466285.0,12.956967,0.0
Trinidad and Tobago,2023,0.5,34623.3691500959,98.7,737822.0,23.644289,0.0
Ukraine,2023,8.9,17665.34375,100.0,26215056.0,3.6924176,2850.7495
United States,2023,10.9,82304.6204272866,100.0,269686007.0,14.31945,6624.0435
Uzbekistan,2023,1.0,11106.9715934767,100.0,18181423.0,3.446397,1266.7935
World,2023,19.7355641050053,23379.1732967639,91.5991774421991,4621507622.0,4.707772,5600.6636
South Africa,2023,9.7,15199.7329823776,87.7,40191932.0,6.9069405,15121.22
